"TS","Year","Month","DayOfMon","DayOfYear","Hour","Minute","WndDir_2m","WndDir_10m","WndSpd_2m","WndSpd_10m","WndSpd_Vert","WndSpd_2m_Std","WndSpd_10m_Std"
"2020-10-28 17:54:00","2020","10","28","302","17","54","100.1","123.2","3.397","5.717","0.259","0.998","1.238"
"2020-10-28 17:55:00","2020","10","28","302","17","55","91.6","107.8","5.913","10.03","0.358","1.824","2.265"
"2020-10-28 17:56:00","2020","10","28","302","17","56","121.5","120.6","7.579","9.51","-0.012","1.312","1.886"
"2020-10-28 17:57:00","2020","10","28","302","17","57","126","115.2","3.822","8.53","0.271","1.245","2.039"
"2020-10-28 17:58:00","2020","10","28","302","17","58","117","135.9","5.292","9.11","-0.026","1.198","1.162"
"2020-10-28 17:59:00","2020","10","28","302","17","59","87.4","90.5","5.717","7.023","-0.014","1.578","1.927"
"2020-10-28 18:00:00","2020","10","28","302","18","0","103.3","96.4","8.66","10.52","-0.452","1.471","2.436"
"2020-10-28 18:01:00","2020","10","28","302","18","1","69.05","118.6","2.907","7.807","-0.157","1.959","1.594"
"2020-10-28 18:02:00","2020","10","28","302","18","2","110.8","111.3","7.971","12.9","-0.267","2.56","3.164"
"2020-10-28 18:03:00","2020","10","28","302","18","3","113.2","127.7","4.508","7.971","-0.038","2.296","2.391"
"2020-10-28 18:04:00","2020","10","28","302","18","4","150.4","143.2","5.749","6.468","-0.514","0.767","1.135"
"2020-10-28 18:05:00","2020","10","28","302","18","5","116.9","101.7","5.096","6.043","-0.235","0.897","1.15"
"2020-10-28 18:06:00","2020","10","28","302","18","6","83.7","107.8","4.965","9.8","0.246","0.928","1.74"
"2020-10-28 18:07:00","2020","10","28","302","18","7","90","127.8","4.704","7.285","-0.038","1.152","1.336"
"2020-10-28 18:08:00","2020","10","28","302","18","8","115.2","125.6","3.103","7.677","-0.74","1.309","2.023"
"2020-10-28 18:09:00","2020","10","28","302","18","9","115.2","128.3","5.684","9.54","-0.203","1.024","1.535"
"2020-10-28 18:10:00","2020","10","28","302","18","10","128.4","107.2","9.64","11.5","-0.295","2.036","3.018"
"2020-10-28 18:11:00","2020","10","28","302","18","11","109.9","139","5.749","7.84","0.274","1.534","1.641"
"2020-10-28 18:12:00","2020","10","28","302","18","12","87","113.7","3.397","6.729","0.554","1.71","1.795"
"2020-10-28 18:13:00","2020","10","28","302","18","13","116.9","124.8","4.9","8.92","0.035","0.776","2.142"
"2020-10-28 18:14:00","2020","10","28","302","18","14","105.9","133.6","6.109","8.72","0.077","0.849","0.929"
"2020-10-28 18:15:00","2020","10","28","302","18","15","125.8","124.2","10.52","12.25","-0.724","1.843","2.012"
"2020-10-28 18:16:00","2020","10","28","302","18","16","91","108.1","7.481","8.43","0.002","1.983","2.479"
"2020-10-28 18:17:00","2020","10","28","302","18","17","130.8","104.1","6.141","13.16","-0.116","0.679","1.861"
"2020-10-28 18:18:00","2020","10","28","302","18","18","111.9","120.1","7.611","10.22","-0.438","1.531","1.901"
"2020-10-28 18:19:00","2020","10","28","302","18","19","108.4","125.8","6.599","10.81","-0.095","1.742","1.989"
"2020-10-28 18:20:00","2020","10","28","302","18","20","111.5","139.8","3.757","5.292","0.105","2.012","1.672"
"2020-10-28 18:21:00","2020","10","28","302","18","21","130.6","114.6","4.965","6.958","-0.205","0.954","1.557"
"2020-10-28 18:22:00","2020","10","28","302","18","22","122","150.9","4.443","5.325","0.372","1.414","1.473"
"2020-10-28 18:23:00","2020","10","28","302","18","23","134.9","119.1","2.352","3.626","0","1.559","2.204"
"2020-10-28 18:24:00","2020","10","28","302","18","24","177.1","170.3","7.154","7.873","0.402","1.5","2.057"
"2020-10-28 18:25:00","2020","10","28","302","18","25","139.2","155.7","3.855","6.533","-0.154","1.29","1.802"
"2020-10-28 18:26:00","2020","10","28","302","18","26","119.1","124.1","2.973","4.149","-0.065","2.337","2.765"
"2020-10-28 18:27:00","2020","10","28","302","18","27","109.2","142.2","5.782","5.815","0.089","1.337","1.499"
"2020-10-28 18:28:00","2020","10","28","302","18","28","104","143","2.973","2.711","-0.161","2.037","2.832"
"2020-10-28 18:29:00","2020","10","28","302","18","29","120.7","137.2","8.66","12.87","-0.258","2.74","4.056"
"2020-10-28 18:30:00","2020","10","28","302","18","30","140.4","129.4","4.606","7.775","-0.077","1.746","3.01"
"2020-10-28 18:31:00","2020","10","28","302","18","31","149.3","141.2","5.357","11.07","-0.128","1.443","1.922"
"2020-10-28 18:32:00","2020","10","28","302","18","32","103.8","139.7","3.626","5.553","-0.413","2","2.602"
"2020-10-28 18:33:00","2020","10","28","302","18","33","248.1","154.2","1.895","5.227","-0.682","1.561","1.64"
"2020-10-28 18:34:00","2020","10","28","302","18","34","133.2","108.7","4.247","3.985","0.211","1.69","1.83"
"2020-10-28 18:35:00","2020","10","28","302","18","35","130.6","144.8","7.448","8.95","-0.556","2.105","1.951"
"2020-10-28 18:36:00","2020","10","28","302","18","36","129.4","121.9","3.855","5.423","0.244","2.074","3.517"
"2020-10-28 18:37:00","2020","10","28","302","18","37","177","128.5","4.737","6.893","0.087","1.969","2.373"
"2020-10-28 18:38:00","2020","10","28","302","18","38","157.7","152.9","6.664","9.93","-0.61","2.367","2.864"
"2020-10-28 18:39:00","2020","10","28","302","18","39","130.6","150.6","2.809","4.965","0.081","2.327","3.156"
"2020-10-28 18:40:00","2020","10","28","302","18","40","136.3","133.1","4.965","16.3","-0.337","1.273","3.17"
"2020-10-28 18:41:00","2020","10","28","302","18","41","148.2","155.8","4.312","11.96","0.651","2.279","2.71"
"2020-10-28 18:42:00","2020","10","28","302","18","42","106.7","130","7.709","11.79","0","1.929","3.181"
"2020-10-28 18:43:00","2020","10","28","302","18","43","135.3","110.5","9.57","14.54","-1.497","2.159","2.424"
"2020-10-28 18:44:00","2020","10","28","302","18","44","151.6","148.1","7.285","9.05","-0.351","1.858","2.431"
"2020-10-28 18:45:00","2020","10","28","302","18","45","115.1","113.4","4.541","7.415","0.313","3.559","3.961"
"2020-10-28 18:46:00","2020","10","28","302","18","46","114.1","100.8","3.495","5.749","0.717","1.445","1.792"
"2020-10-28 18:47:00","2020","10","28","302","18","47","127","145.5","7.709","10.78","-0.402","1.669","2.287"
"2020-10-28 18:48:00","2020","10","28","302","18","48","100.3","116.4","3.659","3.887","0.054","2.016","2.271"
"2020-10-28 18:49:00","2020","10","28","302","18","49","101.7","129.9","8.04","8.3","-0.221","2.128","2.322"
"2020-10-28 18:50:00","2020","10","28","302","18","50","194.3","134","4.181","5.325","-0.136","1.651","2.171"
"2020-10-28 18:51:00","2020","10","28","302","18","51","93.2","134","5.847","5.782","0.256","1.721","1.968"
"2020-10-28 18:52:00","2020","10","28","302","18","52","114.7","130.6","7.513","14.9","0.044","1.481","2.876"
"2020-10-28 18:53:00","2020","10","28","302","18","53","121.1","131.9","3.365","8","-0.045","2.295","3.078"
"2020-10-28 18:54:00","2020","10","28","302","18","54","106.9","130.4","9.51","11.83","-0.312","1.7","2.367"
"2020-10-28 18:55:00","2020","10","28","302","18","55","150.7","101.6","5.749","11.83","0.286","1.421","2.068"
"2020-10-28 18:56:00","2020","10","28","302","18","56","124.5","99.4","7.252","12.12","-0.018","1.373","2.646"
"2020-10-28 18:57:00","2020","10","28","302","18","57","113.8","142.1","3.201","6.958","0.083","2.606","3.599"
"2020-10-28 18:58:00","2020","10","28","302","18","58","105.9","137.1","6.86","9.34","-0.444","1.765","2.712"
"2020-10-28 18:59:00","2020","10","28","302","18","59","200.4","195.5","3.299","4.214","0.601","1.41","1.431"
"2020-10-28 19:00:00","2020","10","28","302","19","0","89.5","127.2","8.33","10.85","-0.122","1.833","2.578"
"2020-10-28 19:01:00","2020","10","28","302","19","1","136.2","149.4","5.455","8.62","0.033","1.843","2.641"
"2020-10-28 19:02:00","2020","10","28","302","19","2","156.1","121.8","7.938","11.43","-0.136","3.124","4.356"
"2020-10-28 19:03:00","2020","10","28","302","19","3","150.2","130.3","7.775","8.69","-0.255","2.638","3.294"
"2020-10-28 19:04:00","2020","10","28","302","19","4","128.1","130","12.77","18","0.789","2.975","3.737"
"2020-10-28 19:05:00","2020","10","28","302","19","5","191.5","149.8","3.659","6.599","-0.627","2.473","3.749"
"2020-10-28 19:06:00","2020","10","28","302","19","6","128.5","163.1","2.94","7.611","-0.227","2.745","4.46"
"2020-10-28 19:07:00","2020","10","28","302","19","7","137.7","119.9","4.737","14.05","-0.078","1.993","2.962"
"2020-10-28 19:08:00","2020","10","28","302","19","8","121.3","165.3","9.02","14.08","0.081","2.195","3.04"
"2020-10-28 19:09:00","2020","10","28","302","19","9","107.6","126.9","7.579","9.21","0.093","1.695","2.313"
"2020-10-28 19:10:00","2020","10","28","302","19","10","106.9","128.9","2.254","5.063","0.217","2.389","2.582"
"2020-10-28 19:11:00","2020","10","28","302","19","11","107.5","125.3","19.24","21.33","-0.273","4.332","4.481"
"2020-10-28 19:12:00","2020","10","28","302","19","12","123.7","123.7","7.023","9.15","-0.13","2.375","3.715"
"2020-10-28 19:13:00","2020","10","28","302","19","13","188.8","104.7","4.769","5.39","-0.542","2.466","2.959"
"2020-10-28 19:14:00","2020","10","28","302","19","14","138.2","130.8","6.599","16.89","-0.289","1.569","3.548"
"2020-10-28 19:15:00","2020","10","28","302","19","15","152.6","165","5.063","6.011","-0.071","2.27","2.613"
"2020-10-28 19:16:00","2020","10","28","302","19","16","156","157.8","14.63","16.27","-0.474","2.885","4.299"
"2020-10-28 19:17:00","2020","10","28","302","19","17","127.4","153.3","5.847","8.59","-0.646","2.471","3.037"
"2020-10-28 19:18:00","2020","10","28","302","19","18","178.7","170.6","3.724","5.619","0.243","2.276","2.787"
"2020-10-28 19:19:00","2020","10","28","302","19","19","153.7","224.1","12.15","9.11","0.866","2.508","2.743"
"2020-10-28 19:20:00","2020","10","28","302","19","20","136.2","126.9","5.651","10.19","-0.556","1.825","2.495"
"2020-10-28 19:21:00","2020","10","28","302","19","21","146.6","165.6","10.68","12.09","0.062","2.314","3.417"
"2020-10-28 19:22:00","2020","10","28","302","19","22","128.1","150.5","7.84","11.43","-0.563","1.497","2.679"
"2020-10-28 19:23:00","2020","10","28","302","19","23","198.6","170.5","4.083","5.88","-0.021","1.445","2.103"
"2020-10-28 19:24:00","2020","10","28","302","19","24","158.3","156.6","5.815","6.043","0","2.268","3.332"
"2020-10-28 19:25:00","2020","10","28","302","19","25","168.8","152.9","5.847","9.8","-0.154","1.416","2.213"
"2020-10-28 19:26:00","2020","10","28","302","19","26","94.8","133.9","8.59","12.45","-0.718","2.992","2.835"
"2020-10-28 19:27:00","2020","10","28","302","19","27","121.3","150.1","8.33","12.25","-0.23","2.957","2.69"
"2020-10-28 19:28:00","2020","10","28","302","19","28","173.7","155.8","5.455","10.42","-0.899","1.637","3.049"
"2020-10-28 19:29:00","2020","10","28","302","19","29","204.4","143.2","3.789","4.769","0.009","1.967","2.629"
"2020-10-28 19:30:00","2020","10","28","302","19","30","111.3","130","4.9","9.47","0.194","2.138","2.952"
"2020-10-28 19:31:00","2020","10","28","302","19","31","211.8","173.7","8.17","16.27","-0.866","2.553","3.54"
"2020-10-28 19:32:00","2020","10","28","302","19","32","150.6","151.3","10.32","11.3","-0.605","1.834","3.077"
"2020-10-28 19:33:00","2020","10","28","302","19","33","113.8","143","5.259","4.541","-0.279","1.692","2.152"
"2020-10-28 19:34:00","2020","10","28","302","19","34","196.5","158.2","4.312","4.704","0.11","2.505","3.11"
"2020-10-28 19:35:00","2020","10","28","302","19","35","129.2","152.9","4.737","7.252","-0.321","2.069","2.266"
"2020-10-28 19:36:00","2020","10","28","302","19","36","237.6","169.3","6.631","5.586","-0.679","1.973","1.675"
"2020-10-28 19:37:00","2020","10","28","302","19","37","148.2","139.3","4.377","10","-0.569","1.472","1.731"
"2020-10-28 19:38:00","2020","10","28","302","19","38","218.9","215.8","3.528","8.85","0.542","1.6","2.326"
"2020-10-28 19:39:00","2020","10","28","302","19","39","178.9","167.9","5.782","12.61","-1.084","1.554","2.85"
"2020-10-28 19:40:00","2020","10","28","302","19","40","214.7","190.3","6.174","4.769","0.482","2.254","2.651"
"2020-10-28 19:41:00","2020","10","28","302","19","41","146.5","146.6","3.136","5.684","0","2.486","2.257"
"2020-10-28 19:42:00","2020","10","28","302","19","42","148.2","177.4","7.709","8.92","0.08","2.609","2.995"
"2020-10-28 19:43:00","2020","10","28","302","19","43","98.5","162.8","4.116","4.704","-0.33","1.762","2.682"
"2020-10-28 19:44:00","2020","10","28","302","19","44","156.7","165.7","6.958","10.68","-0.081","2.118","2.133"
"2020-10-28 19:45:00","2020","10","28","302","19","45","183.6","211.7","7.873","9.54","-0.487","3.773","3.8"
"2020-10-28 19:46:00","2020","10","28","302","19","46","113.1","295.7","3.005","3.724","0.054","1.371","2.667"
"2020-10-28 19:47:00","2020","10","28","302","19","47","117.8","74.46","1.601","0.882","0.178","2.48","2.881"
"2020-10-28 19:48:00","2020","10","28","302","19","48","226.1","147","11.86","16.04","-1.809","2.856","3.214"
"2020-10-28 19:49:00","2020","10","28","302","19","49","86.2","144.8","5.913","3.136","0.86","2.072","4.238"
"2020-10-28 19:50:00","2020","10","28","302","19","50","78.89","94.6","7.709","12.15","0.014","2.441","2.914"
"2020-10-28 19:51:00","2020","10","28","302","19","51","69.62","137","8.79","12.38","-0.303","2.805","3.883"
"2020-10-28 19:52:00","2020","10","28","302","19","52","140.6","130","5.292","16.1","-0.721","3.002","3.297"
"2020-10-28 19:53:00","2020","10","28","302","19","53","117","173.4","5.455","8.75","0.187","1.647","2.128"
"2020-10-28 19:54:00","2020","10","28","302","19","54","135.3","139.9","8.36","9.96","0.05","2.284","3.11"
"2020-10-28 19:55:00","2020","10","28","302","19","55","94.3","135.2","1.797","6.337","0.002","2.955","2.482"
"2020-10-28 19:56:00","2020","10","28","302","19","56","169.9","184.2","6.762","7.056","-0.622","1.603","2.964"
"2020-10-28 19:57:00","2020","10","28","302","19","57","168.4","179.4","6.337","10.91","-0.45","2.498","3.449"
"2020-10-28 19:58:00","2020","10","28","302","19","58","292","121.1","5.161","11.3","-0.273","2.616","3.648"
"2020-10-28 19:59:00","2020","10","28","302","19","59","202","188.3","2.352","3.201","-0.205","4.425","4.646"
"2020-10-28 20:00:00","2020","10","28","302","20","0","198.6","182.1","11.66","14.67","-0.307","3.743","3.961"
"2020-10-28 20:01:00","2020","10","28","302","20","1","147.2","165","4.769","9.24","-0.12","3.28","3.025"
"2020-10-28 20:02:00","2020","10","28","302","20","2","157.9","195.4","1.274","5.357","-0.413","2.421","3.983"
"2020-10-28 20:03:00","2020","10","28","302","20","3","168.9","177.5","6.109","7.089","-0.158","2.593","4.605"
"2020-10-28 20:04:00","2020","10","28","302","20","4","143.6","154.3","8.1","10.49","-0.696","2.449","2.591"
"2020-10-28 20:05:00","2020","10","28","302","20","5","141.7","139.6","9.28","14.14","0.321","2.892","4.371"
"2020-10-28 20:06:00","2020","10","28","302","20","6","142.2","152.4","1.274","13.95","-0.595","2.738","3.389"
"2020-10-28 20:07:00","2020","10","28","302","20","7","186.7","195.9","3.724","13.13","-0.077","2.706","3.131"
"2020-10-28 20:08:00","2020","10","28","302","20","8","231.1","192.4","8.49","6.337","0.122","3.122","3.707"
"2020-10-28 20:09:00","2020","10","28","302","20","9","172.6","156.4","4.41","3.495","0.012","2.047","1.892"
"2020-10-28 20:10:00","2020","10","28","302","20","10","197.4","163.9","4.083","9.77","0.014","2.097","2.973"
"2020-10-28 20:11:00","2020","10","28","302","20","11","126.9","171.5","2.123","6.991","0.634","3.466","3.85"
"2020-10-28 20:12:00","2020","10","28","302","20","12","197.7","182.9","3.724","5.129","-0.026","2.888","3.715"
"2020-10-28 20:13:00","2020","10","28","302","20","13","114.9","156.6","3.691","7.187","-0.113","2.251","3.236"
"2020-10-28 20:14:00","2020","10","28","302","20","14","198.5","196.4","3.593","8.13","-0.342","1.917","2.307"
"2020-10-28 20:15:00","2020","10","28","302","20","15","119.7","163.6","6.566","9.9","0.09","2.02","2.466"
"2020-10-28 20:16:00","2020","10","28","302","20","16","164.3","148.4","3.953","5.227","0.045","2.237","2.389"
"2020-10-28 20:17:00","2020","10","28","302","20","17","193.5","197.9","4.051","6.566","0.286","1.62","2.622"
"2020-10-28 20:18:00","2020","10","28","302","20","18","241.4","304.5","4.573","1.927","-0.029","2.179","2.379"
"2020-10-28 20:19:00","2020","10","28","302","20","19","165.5","160.6","4.41","5.945","0.595","1.576","1.452"
"2020-10-28 20:20:00","2020","10","28","302","20","20","230.3","176.7","7.611","5.553","-0.619","3.094","3.312"
"2020-10-28 20:21:00","2020","10","28","302","20","21","159","150.4","4.149","7.219","-0.154","2.9","4.309"
"2020-10-28 20:22:00","2020","10","28","302","20","22","160.6","160.4","6.893","8.95","-0.116","2.507","3.078"
"2020-10-28 20:23:00","2020","10","28","302","20","23","178.7","164","6.664","13.13","-0.923","2.142","2.63"
"2020-10-28 20:24:00","2020","10","28","302","20","24","219","165","5.063","3.822","0.057","2.01","2.788"
"2020-10-28 20:25:00","2020","10","28","302","20","25","258.3","195.8","6.827","11.47","0.432","2.621","3.513"
"2020-10-28 20:26:00","2020","10","28","302","20","26","115","227.1","5.129","3.201","0.7","2.136","2.734"
"2020-10-28 20:27:00","2020","10","28","302","20","27","245.3","183.1","6.109","4.835","-0.226","2.538","1.779"
"2020-10-28 20:28:00","2020","10","28","302","20","28","241.3","153.4","1.797","1.927","0.47","2.307","2.428"
"2020-10-28 20:29:00","2020","10","28","302","20","29","183.7","184.9","7.905","14.96","-0.38","3.341","4.126"
"2020-10-28 20:30:00","2020","10","28","302","20","30","173.6","168.9","6.076","8.66","-0.092","2.934","4.102"
"2020-10-28 20:31:00","2020","10","28","302","20","31","235.5","206.1","6.795","12.41","0.981","1.649","3.167"
"2020-10-28 20:32:00","2020","10","28","302","20","32","43.7","175.3","0.588","1.176","0.458","3.144","4.354"
"2020-10-28 20:33:00","2020","10","28","302","20","33","252.3","224.6","5.39","5.292","0.187","2.307","2.681"
"2020-10-28 20:34:00","2020","10","28","302","20","34","94","201.2","4.214","6.272","-0.042","2.797","3.552"
"2020-10-28 20:35:00","2020","10","28","302","20","35","144.5","135.7","5.161","7.546","-0.728","2.98","2.572"
"2020-10-28 20:36:00","2020","10","28","302","20","36","216.2","175.7","3.463","5.782","-0.243","2.054","1.971"
"2020-10-28 20:37:00","2020","10","28","302","20","37","156.1","177.8","2.025","2.287","0.429","1.232","1.492"
"2020-10-28 20:38:00","2020","10","28","302","20","38","299.3","229.1","0.784","2.94","-0.116","3.591","4.053"
"2020-10-28 20:39:00","2020","10","28","302","20","39","177.1","211.4","4.149","5.194","0.221","2.228","3.234"
"2020-10-28 20:40:00","2020","10","28","302","20","40","211.8","166.5","5.913","6.697","0.731","2.587","3.761"
"2020-10-28 20:41:00","2020","10","28","302","20","41","15.48","236.3","0.719","1.829","-0.06","0.928","1.683"
"2020-10-28 20:42:00","2020","10","28","302","20","42","235","209.6","6.795","9.51","-0.102","2.54","3.282"
"2020-10-28 20:43:00","2020","10","28","302","20","43","176.7","207.5","4.933","3.789","-0.166","2.273","2.804"
"2020-10-28 20:44:00","2020","10","28","302","20","44","243.2","292.9","4.149","3.071","-0.157","1.543","1.381"
"2020-10-28 20:45:00","2020","10","28","302","20","45","227.5","150","3.463","4.116","-0.096","1.958","2.902"
"2020-10-28 20:46:00","2020","10","28","302","20","46","241.5","246.8","1.274","4.573","-1.604","1.56","1.822"
"2020-10-28 20:47:00","2020","10","28","302","20","47","212.9","204","9.11","11.27","-0.268","3.315","3.111"
"2020-10-28 20:48:00","2020","10","28","302","20","48","257.7","206.2","4.018","6.86","-0.008","1.928","2.521"
"2020-10-28 20:49:00","2020","10","28","302","20","49","259.5","150.1","5.749","3.299","0.009","3.336","2.096"
"2020-10-28 20:50:00","2020","10","28","302","20","50","224.8","213","11.2","13.72","-0.377","3.386","3.697"
"2020-10-28 20:51:00","2020","10","28","302","20","51","179.5","184","6.893","11.43","0.771","3.039","3.623"
"2020-10-28 20:52:00","2020","10","28","302","20","52","193.8","218.6","5.88","7.481","-1.244","3.184","3.603"
"2020-10-28 20:53:00","2020","10","28","302","20","53","220","206.2","5.194","8.82","0.946","1.232","2.269"
"2020-10-28 20:54:00","2020","10","28","302","20","54","172","231.8","4.051","4.998","0.375","3.434","3.137"
"2020-10-28 20:55:00","2020","10","28","302","20","55","164.3","168.4","7.219","7.873","0.101","2.03","3.038"
"2020-10-28 20:56:00","2020","10","28","302","20","56","213.1","179.7","3.136","3.985","-0.038","2.385","2.305"
"2020-10-28 20:57:00","2020","10","28","302","20","57","203.9","190.9","2.842","2.45","0.029","3.122","3.07"
"2020-10-28 20:58:00","2020","10","28","302","20","58","8.71","174.1","3.985","7.709","0.327","1.673","2.029"
"2020-10-28 20:59:00","2020","10","28","302","20","59","215.5","175.1","3.822","2.907","0.274","2.106","2.46"
"2020-10-28 21:00:00","2020","10","28","302","21","0","174.7","150.2","6.109","8.59","-0.502","1.797","1.96"
"2020-10-28 21:01:00","2020","10","28","302","21","1","173.9","197.3","7.023","16.76","0.532","3.016","3.196"
"2020-10-28 21:02:00","2020","10","28","302","21","2","192.2","184.1","3.365","3.887","0.012","2.442","2.526"
"2020-10-28 21:03:00","2020","10","28","302","21","3","215","193.1","7.938","7.579","0","2.832","3.773"
"2020-10-28 21:04:00","2020","10","28","302","21","4","199.6","168.2","3.463","3.332","-0.056","2.386","3.132"
"2020-10-28 21:05:00","2020","10","28","302","21","5","59.03","92.3","2.025","4.181","0.286","1.303","2.177"
"2020-10-28 21:06:00","2020","10","28","302","21","6","198.3","175.3","7.905","8.82","-0.768","2.327","2.955"
"2020-10-28 21:07:00","2020","10","28","302","21","7","154.4","122.9","1.535","3.365","-0.026","1.429","1.983"
"2020-10-28 21:08:00","2020","10","28","302","21","8","213.8","196.4","7.513","7.873","-0.057","2.978","2.293"
"2020-10-28 21:09:00","2020","10","28","302","21","9","193.8","197.5","9.24","12.32","-1.211","2.766","3.546"
"2020-10-28 21:10:00","2020","10","28","302","21","10","233.6","176","11.34","6.043","-1.624","2.496","2.288"
"2020-10-28 21:11:00","2020","10","28","302","21","11","210.6","216","3.757","4.149","0.018","1.523","1.484"
"2020-10-28 21:12:00","2020","10","28","302","21","12","193.6","218.8","4.998","6.435","-0.731","2.066","2.416"
"2020-10-28 21:13:00","2020","10","28","302","21","13","202.4","199.2","4.083","6.174","0.146","1.21","1.102"
"2020-10-28 21:14:00","2020","10","28","302","21","14","207.5","187.8","5.717","4.671","-0.303","1.584","2.016"
"2020-10-28 21:15:00","2020","10","28","302","21","15","269.3","293.1","4.312","5.129","0.743","2.903","3.277"
"2020-10-28 21:16:00","2020","10","28","302","21","16","192.1","230","7.448","10.68","-0.559","1.847","2.288"
"2020-10-28 21:17:00","2020","10","28","302","21","17","221.8","193.4","7.579","6.729","-0.548","1.916","1.853"
"2020-10-28 21:18:00","2020","10","28","302","21","18","179.6","208.5","8","10.03","-0.041","3.226","3.567"
"2020-10-28 21:19:00","2020","10","28","302","21","19","198.4","314.2","5.161","6.076","0.081","2.571","4.319"
"2020-10-28 21:20:00","2020","10","28","302","21","20","206.8","202.3","5.815","6.729","-0.381","2.934","2.448"
"2020-10-28 21:21:00","2020","10","28","302","21","21","188.8","243","14.8","12.38","-0.886","3.028","3.539"
"2020-10-28 21:22:00","2020","10","28","302","21","22","189.5","238.9","5.096","6.795","0.075","1.506","2.516"
"2020-10-28 21:23:00","2020","10","28","302","21","23","244.8","225.1","7.873","10.58","-0.048","2.841","3.137"
"2020-10-28 21:24:00","2020","10","28","302","21","24","261.1","250.2","1.601","7.971","-0.926","2.54","2.563"
"2020-10-28 21:25:00","2020","10","28","302","21","25","222.6","231.5","4.377","9.18","-0.324","1.525","3.327"
"2020-10-28 21:26:00","2020","10","28","302","21","26","246.2","216.7","2.842","7.938","-0.199","2.555","2.148"
"2020-10-28 21:27:00","2020","10","28","302","21","27","194.2","199","8.17","8","-0.11","2.129","2.672"
"2020-10-28 21:28:00","2020","10","28","302","21","28","212.1","220.2","7.513","10.52","0.051","2.187","3.193"
"2020-10-28 21:29:00","2020","10","28","302","21","29","193.1","238.7","4.541","6.664","0.503","2.191","2.528"
"2020-10-28 21:30:00","2020","10","28","302","21","30","218","231.7","7.709","8.85","0.3","3.547","3.1"
"2020-10-28 21:31:00","2020","10","28","302","21","31","231.6","198","11.07","13.13","-1.014","2.506","2.842"
"2020-10-28 21:32:00","2020","10","28","302","21","32","196.1","182","3.136","3.887","-0.271","2.51","2.529"
"2020-10-28 21:33:00","2020","10","28","302","21","33","214.1","206.4","10.32","10.81","-0.896","2.723","3.475"
"2020-10-28 21:34:00","2020","10","28","302","21","34","221.9","172.3","5.88","8.23","-0.78","1.986","2.596"
"2020-10-28 21:35:00","2020","10","28","302","21","35","222.1","223","4.639","5.684","0.256","2.024","3.144"
"2020-10-28 21:36:00","2020","10","28","302","21","36","224.5","144.8","4.345","4.018","0.955","1.557","2.163"
"2020-10-28 21:37:00","2020","10","28","302","21","37","199.6","150.3","3.887","4.377","-1.149","2.912","2.335"
"2020-10-28 21:38:00","2020","10","28","302","21","38","196.2","177.5","3.691","7.448","-0.059","1.863","1.629"
"2020-10-28 21:39:00","2020","10","28","302","21","39","209.6","210.9","4.639","6.991","-0.289","2.096","1.733"
"2020-10-28 21:40:00","2020","10","28","302","21","40","202.9","231.5","3.626","7.775","-0.497","3.086","2.912"
"2020-10-28 21:41:00","2020","10","28","302","21","41","241.4","227.4","4.247","8.75","-0.268","1.51","1.53"
"2020-10-28 21:42:00","2020","10","28","302","21","42","266","224.3","3.593","4.345","0.227","2.441","2.425"
"2020-10-28 21:43:00","2020","10","28","302","21","43","203.3","204.8","5.978","5.096","0.032","1.229","1.618"
"2020-10-28 21:44:00","2020","10","28","302","21","44","142.7","216.1","3.267","6.011","-0.616","1.898","1.888"
"2020-10-28 21:45:00","2020","10","28","302","21","45","184.1","242","7.873","8.59","-0.098","2.464","2.04"
"2020-10-28 21:46:00","2020","10","28","302","21","46","258.8","236.2","2.548","6.599","0","1.109","1.714"
"2020-10-28 21:47:00","2020","10","28","302","21","47","243.9","258.2","6.141","9.28","-0.346","1.17","2.087"
"2020-10-28 21:48:00","2020","10","28","302","21","48","243.6","196.1","2.613","2.221","-0.042","1.978","1.98"
"2020-10-28 21:49:00","2020","10","28","302","21","49","191.6","172","4.018","5.88","-0.161","2.632","3.049"
"2020-10-28 21:50:00","2020","10","28","302","21","50","224.9","273.9","1.666","1.405","0.012","1.481","2.096"
"2020-10-28 21:51:00","2020","10","28","302","21","51","215.3","248.7","3.136","6.043","-0.229","1.621","1.45"
"2020-10-28 21:52:00","2020","10","28","302","21","52","227.4","201.2","5.521","8.89","0.101","1.91","2.073"
"2020-10-28 21:53:00","2020","10","28","302","21","53","317.7","159.2","1.666","5.945","-0.209","1.819","2.405"
"2020-10-28 21:54:00","2020","10","28","302","21","54","227","242.7","3.365","3.038","0.059","1.635","1.968"
"2020-10-28 21:55:00","2020","10","28","302","21","55","177.4","212.5","4.083","7.285","-1.063","1.784","2.365"
"2020-10-28 21:56:00","2020","10","28","302","21","56","289.8","238.2","2.581","4.377","-0.062","2.075","2.747"
"2020-10-28 21:57:00","2020","10","28","302","21","57","211.2","135.6","6.599","5.847","-0.493","1.989","1.647"
"2020-10-28 21:58:00","2020","10","28","302","21","58","239.7","206.5","6.729","10.36","0.652","2.599","2.722"
"2020-10-28 21:59:00","2020","10","28","302","21","59","206","192.4","6.599","7.742","-0.292","1.788","2.244"
"2020-10-28 22:00:00","2020","10","28","302","22","0","317.1","111.5","1.568","3.724","0.023","1.758","1.872"
