"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.471610660E1,-3.663660049E1,-1.492059994E1,-3.872279739E1
2.472610660E1,-3.672200012E1,-1.498159981E1,-3.875939941E1
2.473610660E1,-3.673419952E1,-1.498159981E1,-3.883259964E1
2.474610660E1,-3.669759750E1,-1.506699944E1,-3.874720001E1
2.475610660E1,-3.662440109E1,-1.525000000E1,-3.873500061E1
2.476610660E1,-3.656340027E1,-1.542079926E1,-3.869839859E1
2.477610660E1,-3.646579742E1,-1.567700005E1,-3.866180038E1
2.478610660E1,-3.641699982E1,-1.590880013E1,-3.866180038E1
2.479610660E1,-3.628279877E1,-1.612839890E1,-3.868619919E1
2.480610660E1,-3.616080093E1,-1.639679909E1,-3.864960098E1
2.481610660E1,-3.595339966E1,-1.672620010E1,-3.860079956E1
2.482610660E1,-3.584359741E1,-1.695800018E1,-3.863739777E1
2.483610660E1,-3.577040100E1,-1.729960060E1,-3.858860016E1
2.484610660E1,-3.567279816E1,-1.753139877E1,-3.852759933E1
2.485610660E1,-3.556299973E1,-1.778759956E1,-3.851539993E1
2.486610660E1,-3.547760010E1,-1.808040047E1,-3.847879791E1
2.487610660E1,-3.542879868E1,-1.837319946E1,-3.834460068E1
2.488610660E1,-3.534339905E1,-1.867819977E1,-3.818600082E1
2.489610660E1,-3.534339905E1,-1.895879936E1,-3.797859955E1
2.490610660E1,-3.530680084E1,-1.916619873E1,-3.794199753E1
2.491610660E1,-3.525799942E1,-1.936139870E1,-3.775899887E1
2.492610660E1,-3.519699860E1,-1.967860031E1,-3.771019745E1
2.493610660E1,-3.518479919E1,-1.995919991E1,-3.751499939E1
2.494610660E1,-3.513599777E1,-2.019099998E1,-3.736859894E1
2.495610660E1,-3.506279755E1,-2.047159958E1,-3.718560028E1
2.496610660E1,-3.498960114E1,-2.077659988E1,-3.706359863E1
2.497610660E1,-3.492860031E1,-2.105719948E1,-3.702700043E1
2.498610660E1,-3.485540009E1,-2.147200012E1,-3.680739975E1
2.499610660E1,-3.480659866E1,-2.177700043E1,-3.672200012E1
2.500610660E1,-3.481879807E1,-2.202099991E1,-3.664879990E1
2.501610660E1,-3.474559784E1,-2.233819962E1,-3.653899765E1
2.502610660E1,-3.472119904E1,-2.269199944E1,-3.638039780E1
2.503610660E1,-3.470899963E1,-2.300919914E1,-3.628279877E1
2.504610660E1,-3.464799881E1,-2.325319862E1,-3.619739914E1
2.505610660E1,-3.462360001E1,-2.352159882E1,-3.612419891E1
2.506610660E1,-3.458699799E1,-2.376560020E1,-3.601440048E1
2.507610660E1,-3.458699799E1,-2.392420006E1,-3.592900085E1
2.508610660E1,-3.450159836E1,-2.410719872E1,-3.580699921E1
2.509610660E1,-3.456259918E1,-2.420479965E1,-3.578260040E1
2.510610660E1,-3.456259918E1,-2.426580048E1,-3.570940018E1
2.511610660E1,-3.457479858E1,-2.424139977E1,-3.563619995E1
2.512610660E1,-3.462360001E1,-2.424139977E1,-3.558739853E1
2.513610660E1,-3.464799881E1,-2.416819954E1,-3.559959793E1
2.514610660E1,-3.461140060E1,-2.413159943E1,-3.559959793E1
2.515610660E1,-3.462360001E1,-2.405839920E1,-3.558739853E1
2.516610660E1,-3.467239761E1,-2.398519897E1,-3.563619995E1
2.517610660E1,-3.466019821E1,-2.388759995E1,-3.564839935E1
2.518610660E1,-3.466019821E1,-2.388759995E1,-3.572159958E1
2.519610660E1,-3.466019821E1,-2.399740028E1,-3.580699921E1
2.520610660E1,-3.466019821E1,-2.399740028E1,-3.580699921E1
2.521610660E1,-3.470899963E1,-2.405839920E1,-3.584359741E1
2.522610660E1,-3.478219986E1,-2.404619980E1,-3.578260040E1
2.523610660E1,-3.473339844E1,-2.409499931E1,-3.577040100E1
2.524610660E1,-3.474559784E1,-2.419260025E1,-3.568499756E1
2.525610660E1,-3.473339844E1,-2.426580048E1,-3.558739853E1
2.526610660E1,-3.475780106E1,-2.432679939E1,-3.548979950E1
2.527610660E1,-3.480659866E1,-2.429019928E1,-3.540439987E1
2.528610660E1,-3.484320068E1,-2.435120010E1,-3.541659927E1
2.529610660E1,-3.480659866E1,-2.435120010E1,-3.522140121E1
2.530610660E1,-3.480659866E1,-2.436339951E1,-3.525799942E1
2.531610660E1,-3.484320068E1,-2.444879913E1,-3.520919800E1
2.532610660E1,-3.489199829E1,-2.443659973E1,-3.511159897E1
2.533610660E1,-3.489199829E1,-2.447319984E1,-3.508720016E1
2.534610660E1,-3.492860031E1,-2.443659973E1,-3.501399994E1
2.535610660E1,-3.497739792E1,-2.447319984E1,-3.498960114E1
2.536610660E1,-3.502619934E1,-2.447319984E1,-3.496519852E1
2.537610660E1,-3.502619934E1,-2.444879913E1,-3.497739792E1
2.538610660E1,-3.506279755E1,-2.435120010E1,-3.501399994E1
2.539610660E1,-3.509939957E1,-2.437559891E1,-3.500180054E1
2.540610660E1,-3.511159897E1,-2.437559891E1,-3.501399994E1
2.541610660E1,-3.519699860E1,-2.436339951E1,-3.502619934E1
2.542610660E1,-3.525799942E1,-2.436339951E1,-3.511159897E1
2.543610660E1,-3.525799942E1,-2.438780022E1,-3.511159897E1
2.544610660E1,-3.524580002E1,-2.444879913E1,-3.508720016E1
2.545610660E1,-3.530680084E1,-2.458300018E1,-3.509939957E1
2.546610660E1,-3.533119965E1,-2.476599884E1,-3.498960114E1
2.547610660E1,-3.530680084E1,-2.477820015E1,-3.500180054E1
2.548610660E1,-3.530680084E1,-2.482699966E1,-3.496519852E1
2.549610660E1,-3.528239822E1,-2.492459869E1,-3.489199829E1
2.550610660E1,-3.524580002E1,-2.501000023E1,-3.480659866E1
2.551610660E1,-3.519699860E1,-2.505879974E1,-3.475780106E1
2.552610660E1,-3.522140121E1,-2.508320045E1,-3.466019821E1
2.553610660E1,-3.518479919E1,-2.505879974E1,-3.459920120E1
2.554610660E1,-3.514820099E1,-2.507099915E1,-3.455039978E1
2.555610660E1,-3.513599777E1,-2.509539986E1,-3.450159836E1
2.556610660E1,-3.511159897E1,-2.514419937E1,-3.444059753E1
2.557610660E1,-3.507500076E1,-2.518079948E1,-3.450159836E1
2.558610660E1,-3.508720016E1,-2.520520020E1,-3.451379776E1
2.559610660E1,-3.508720016E1,-2.522959900E1,-3.450159836E1
2.560610660E1,-3.506279755E1,-2.530279922E1,-3.451379776E1
2.561610660E1,-3.507500076E1,-2.537599945E1,-3.450159836E1
2.562610660E1,-3.512379837E1,-2.541259956E1,-3.455039978E1
2.563610660E1,-3.522140121E1,-2.549799919E1,-3.462360001E1
2.564610660E1,-3.523360062E1,-2.555900002E1,-3.469680023E1
2.565610660E1,-3.525799942E1,-2.557119942E1,-3.469680023E1
2.566610660E1,-3.518479919E1,-2.561999893E1,-3.468460083E1
2.567610660E1,-3.518479919E1,-2.570539856E1,-3.468460083E1
2.568610660E1,-3.512379837E1,-2.571759987E1,-3.474559784E1
2.569610660E1,-3.517259979E1,-2.571759987E1,-3.474559784E1
2.570610660E1,-3.506279755E1,-2.579080009E1,-3.472119904E1
2.571610660E1,-3.495299911E1,-2.583959961E1,-3.464799881E1
2.572610660E1,-3.489199829E1,-2.582740021E1,-3.474559784E1
2.573610660E1,-3.479439926E1,-2.591279984E1,-3.468460083E1
2.574610660E1,-3.478219986E1,-2.596159935E1,-3.468460083E1
2.575610660E1,-3.472119904E1,-2.601039886E1,-3.463579941E1
2.576610660E1,-3.463579941E1,-2.607139969E1,-3.455039978E1
2.577610660E1,-3.452600098E1,-2.612019920E1,-3.459920120E1
2.578610660E1,-3.450159836E1,-2.616899872E1,-3.463579941E1
2.579610660E1,-3.445280075E1,-2.612019920E1,-3.462360001E1
2.580610660E1,-3.445280075E1,-2.620559883E1,-3.452600098E1
2.581610660E1,-3.440399933E1,-2.620559883E1,-3.445280075E1
2.582610660E1,-3.435519791E1,-2.622999954E1,-3.444059753E1
2.583610660E1,-3.434299850E1,-2.619339943E1,-3.451379776E1
2.584610660E1,-3.434299850E1,-2.624219894E1,-3.455039978E1
2.585610660E1,-3.429420090E1,-2.624219894E1,-3.452600098E1
2.586610660E1,-3.429420090E1,-2.622999954E1,-3.453820038E1
2.587610660E1,-3.426979828E1,-2.631539917E1,-3.458699799E1
2.588610660E1,-3.420879745E1,-2.627879906E1,-3.463579941E1
2.589610660E1,-3.422100067E1,-2.626659966E1,-3.475780106E1
2.590610660E1,-3.418439865E1,-2.626659966E1,-3.478219986E1
2.591610660E1,-3.412339783E1,-2.624219894E1,-3.475780106E1
2.592610660E1,-3.412339783E1,-2.620559883E1,-3.477000046E1
2.593610660E1,-3.411119843E1,-2.630319977E1,-3.475780106E1
2.594610660E1,-3.406240082E1,-2.635199928E1,-3.470899963E1
2.595610660E1,-3.402579880E1,-2.638859940E1,-3.458699799E1
2.596610660E1,-3.401359940E1,-2.643739891E1,-3.452600098E1
2.597610660E1,-3.401359940E1,-2.648620033E1,-3.444059753E1
2.598610660E1,-3.398920059E1,-2.653499985E1,-3.444059753E1
2.599610660E1,-3.400139999E1,-2.662039948E1,-3.441619873E1
2.600610660E1,-3.395259857E1,-2.660820007E1,-3.442839813E1
2.601610660E1,-3.392819977E1,-2.654719925E1,-3.446500015E1
2.602610660E1,-3.392819977E1,-2.647399902E1,-3.431859970E1
2.603610660E1,-3.397700119E1,-2.643739891E1,-3.445280075E1
2.604610660E1,-3.394039917E1,-2.642519951E1,-3.445280075E1
2.605610660E1,-3.398920059E1,-2.643739891E1,-3.451379776E1
2.606610660E1,-3.398920059E1,-2.642519951E1,-3.452600098E1
2.607610660E1,-3.400139999E1,-2.641300011E1,-3.455039978E1
2.608610660E1,-3.405019760E1,-2.649839973E1,-3.448939896E1
2.609610660E1,-3.407460022E1,-2.655939865E1,-3.441619873E1
2.610610660E1,-3.412339783E1,-2.660820007E1,-3.456259918E1
2.611610660E1,-3.417219925E1,-2.666919899E1,-3.448939896E1
2.612610660E1,-3.419659805E1,-2.676679993E1,-3.441619873E1
2.613610660E1,-3.413560104E1,-2.679119873E1,-3.441619873E1
2.614610660E1,-3.413560104E1,-2.679119873E1,-3.436740112E1
2.615610660E1,-3.411119843E1,-2.682779884E1,-3.430640030E1
2.616610660E1,-3.407460022E1,-2.681559944E1,-3.424539948E1
2.617610660E1,-3.401359940E1,-2.682779884E1,-3.424539948E1
2.618610660E1,-3.397700119E1,-2.690099907E1,-3.418439865E1
2.619610660E1,-3.392819977E1,-2.690099907E1,-3.419659805E1
2.620610660E1,-3.396479797E1,-2.684000015E1,-3.422100067E1
2.621610660E1,-3.397700119E1,-2.685219955E1,-3.419659805E1
2.622610660E1,-3.403799820E1,-2.690099907E1,-3.417219925E1
2.623610660E1,-3.411119843E1,-2.692539978E1,-3.424539948E1
2.624610660E1,-3.413560104E1,-2.692539978E1,-3.436740112E1
2.625610660E1,-3.422100067E1,-2.690099907E1,-3.446500015E1
2.626610660E1,-3.422100067E1,-2.686439896E1,-3.451379776E1
2.627610660E1,-3.423320007E1,-2.685219955E1,-3.447719955E1
2.628610660E1,-3.415999985E1,-2.690099907E1,-3.451379776E1
2.629610660E1,-3.413560104E1,-2.687660027E1,-3.445280075E1
2.630610660E1,-3.411119843E1,-2.687660027E1,-3.445280075E1
2.631610660E1,-3.406240082E1,-2.686439896E1,-3.440399933E1
2.632610660E1,-3.400139999E1,-2.690099907E1,-3.429420090E1
2.633610660E1,-3.398920059E1,-2.688879967E1,-3.424539948E1
2.634610660E1,-3.395259857E1,-2.691320038E1,-3.415999985E1
2.635610660E1,-3.389159775E1,-2.692539978E1,-3.420879745E1
2.636610660E1,-3.392819977E1,-2.693759918E1,-3.414780045E1
2.637610660E1,-3.390380096E1,-2.696199989E1,-3.417219925E1
2.638610660E1,-3.386719894E1,-2.701079941E1,-3.419659805E1
2.639610660E1,-3.380619812E1,-2.708399963E1,-3.424539948E1
2.640610660E1,-3.378179932E1,-2.709619904E1,-3.430640030E1
2.641610660E1,-3.373299789E1,-2.718159866E1,-3.422100067E1
2.642610660E1,-3.372079849E1,-2.721819878E1,-3.428199768E1
2.643610660E1,-3.364759827E1,-2.726700020E1,-3.417219925E1
2.644610660E1,-3.363539886E1,-2.725479889E1,-3.420879745E1
2.645610660E1,-3.370859909E1,-2.721819878E1,-3.423320007E1
2.646610660E1,-3.375740051E1,-2.712059975E1,-3.425759888E1
2.647610660E1,-3.376959991E1,-2.704739952E1,-3.425759888E1
2.648610660E1,-3.380619812E1,-2.701079941E1,-3.426979828E1
2.649610660E1,-3.381839752E1,-2.697419930E1,-3.429420090E1
2.650610660E1,-3.389159775E1,-2.691320038E1,-3.433079910E1
2.651610660E1,-3.402579880E1,-2.685219955E1,-3.440399933E1
2.652610660E1,-3.403799820E1,-2.686439896E1,-3.441619873E1
2.653610660E1,-3.391600037E1,-2.691320038E1,-3.435519791E1
2.654610660E1,-3.380619812E1,-2.699860001E1,-3.430640030E1
2.655610660E1,-3.381839752E1,-2.701079941E1,-3.420879745E1
2.656610660E1,-3.385499954E1,-2.704739952E1,-3.412339783E1
2.657610660E1,-3.386719894E1,-2.703520012E1,-3.418439865E1
2.658610660E1,-3.386719894E1,-2.704739952E1,-3.409899902E1
2.659610660E1,-3.379399872E1,-2.704739952E1,-3.411119843E1
2.660610660E1,-3.384280014E1,-2.703520012E1,-3.409899902E1
2.661610660E1,-3.398920059E1,-2.702299881E1,-3.415999985E1
2.662610660E1,-3.400139999E1,-2.701079941E1,-3.423320007E1
2.663610660E1,-3.400139999E1,-2.702299881E1,-3.435519791E1
2.664610660E1,-3.402579880E1,-2.694979858E1,-3.447719955E1
2.665610660E1,-3.401359940E1,-2.694979858E1,-3.442839813E1
2.666610660E1,-3.392819977E1,-2.698639870E1,-3.441619873E1
2.667610660E1,-3.397700119E1,-2.698639870E1,-3.440399933E1
2.668610660E1,-3.386719894E1,-2.697419930E1,-3.439179993E1
2.669610660E1,-3.376959991E1,-2.694979858E1,-3.435519791E1
2.670610660E1,-3.378179932E1,-2.694979858E1,-3.433079910E1
2.671610660E1,-3.378179932E1,-2.687660027E1,-3.422100067E1
2.672610660E1,-3.370859909E1,-2.688879967E1,-3.422100067E1
2.673610660E1,-3.364759827E1,-2.687660027E1,-3.425759888E1
2.674610660E1,-3.374520111E1,-2.681559944E1,-3.430640030E1
2.675610660E1,-3.369639969E1,-2.674239922E1,-3.431859970E1
2.676610660E1,-3.372079849E1,-2.666919899E1,-3.437960052E1
2.677610660E1,-3.369639969E1,-2.665699959E1,-3.441619873E1
2.678610660E1,-3.369639969E1,-2.659599876E1,-3.440399933E1
2.679610660E1,-3.367200089E1,-2.664480019E1,-3.445280075E1
2.680610660E1,-3.364759827E1,-2.662039948E1,-3.442839813E1
2.681610660E1,-3.370859909E1,-2.663259888E1,-3.445280075E1
2.682610660E1,-3.361100006E1,-2.665699959E1,-3.441619873E1
2.683610660E1,-3.356219864E1,-2.675459862E1,-3.437960052E1
2.684610660E1,-3.356219864E1,-2.677899933E1,-3.441619873E1
2.685610660E1,-3.354999924E1,-2.680340004E1,-3.442839813E1
2.686610660E1,-3.356219864E1,-2.676679993E1,-3.441619873E1
2.687610660E1,-3.356219864E1,-2.671800041E1,-3.440399933E1
2.688610660E1,-3.356219864E1,-2.676679993E1,-3.431859970E1
2.689610660E1,-3.350119781E1,-2.670579910E1,-3.425759888E1
2.690610660E1,-3.358660126E1,-2.664480019E1,-3.433079910E1
2.691610660E1,-3.357439804E1,-2.655939865E1,-3.437960052E1
2.692610660E1,-3.357439804E1,-2.652279854E1,-3.429420090E1
2.693610660E1,-3.357439804E1,-2.647399902E1,-3.426979828E1
2.694610660E1,-3.357439804E1,-2.648620033E1,-3.423320007E1
2.695610660E1,-3.365979767E1,-2.646179962E1,-3.428199768E1
2.696610660E1,-3.367200089E1,-2.644960022E1,-3.435519791E1
2.697610660E1,-3.372079849E1,-2.647399902E1,-3.441619873E1
2.698610660E1,-3.372079849E1,-2.648620033E1,-3.440399933E1
2.699610660E1,-3.380619812E1,-2.652279854E1,-3.448939896E1
2.700610660E1,-3.380619812E1,-2.657159996E1,-3.446500015E1
2.701610660E1,-3.379399872E1,-2.657159996E1,-3.452600098E1
2.702610660E1,-3.375740051E1,-2.655939865E1,-3.455039978E1
2.703610660E1,-3.372079849E1,-2.655939865E1,-3.450159836E1
2.704610660E1,-3.375740051E1,-2.653499985E1,-3.452600098E1
2.705610660E1,-3.374520111E1,-2.647399902E1,-3.453820038E1
2.706610660E1,-3.364759827E1,-2.647399902E1,-3.455039978E1
2.707610660E1,-3.358660126E1,-2.646179962E1,-3.440399933E1
2.708610660E1,-3.365979767E1,-2.652279854E1,-3.442839813E1
2.709610660E1,-3.369639969E1,-2.648620033E1,-3.440399933E1
2.710610660E1,-3.379399872E1,-2.654719925E1,-3.440399933E1
2.711610660E1,-3.373299789E1,-2.658379936E1,-3.439179993E1
2.712610660E1,-3.373299789E1,-2.655939865E1,-3.434299850E1
2.713610660E1,-3.378179932E1,-2.662039948E1,-3.431859970E1
2.714610660E1,-3.381839752E1,-2.664480019E1,-3.433079910E1
2.715610660E1,-3.380619812E1,-2.668140030E1,-3.434299850E1
2.716610660E1,-3.367200089E1,-2.666919899E1,-3.434299850E1
2.717610660E1,-3.369639969E1,-2.671800041E1,-3.437960052E1
2.718610660E1,-3.362319946E1,-2.668140030E1,-3.433079910E1
2.719610660E1,-3.365979767E1,-2.665699959E1,-3.436740112E1
2.720610660E1,-3.361100006E1,-2.671800041E1,-3.442839813E1
2.721610660E1,-3.363539886E1,-2.676679993E1,-3.446500015E1
2.722610660E1,-3.363539886E1,-2.670579910E1,-3.446500015E1
2.723610660E1,-3.365979767E1,-2.668140030E1,-3.451379776E1
2.724610660E1,-3.368420029E1,-2.668140030E1,-3.451379776E1
2.725610660E1,-3.367200089E1,-2.665699959E1,-3.447719955E1
2.726610660E1,-3.367200089E1,-2.666919899E1,-3.447719955E1
2.727610660E1,-3.362319946E1,-2.669359970E1,-3.442839813E1
2.728610660E1,-3.372079849E1,-2.666919899E1,-3.437960052E1
2.729610660E1,-3.359880066E1,-2.668140030E1,-3.431859970E1
2.730610660E1,-3.358660126E1,-2.676679993E1,-3.419659805E1
2.731610660E1,-3.361100006E1,-2.675459862E1,-3.417219925E1
2.732610660E1,-3.362319946E1,-2.673019981E1,-3.415999985E1
2.733610660E1,-3.363539886E1,-2.676679993E1,-3.417219925E1
2.734610660E1,-3.363539886E1,-2.675459862E1,-3.431859970E1
2.735610660E1,-3.364759827E1,-2.670579910E1,-3.435519791E1
2.736610660E1,-3.356219864E1,-2.662039948E1,-3.445280075E1
2.737610660E1,-3.358660126E1,-2.655939865E1,-3.439179993E1
2.738610660E1,-3.358660126E1,-2.649839973E1,-3.451379776E1
2.739610660E1,-3.362319946E1,-2.652279854E1,-3.453820038E1
2.740610660E1,-3.358660126E1,-2.646179962E1,-3.462360001E1
2.741610660E1,-3.353779984E1,-2.647399902E1,-3.462360001E1
2.742610660E1,-3.363539886E1,-2.649839973E1,-3.453820038E1
2.743610660E1,-3.368420029E1,-2.655939865E1,-3.455039978E1
2.744610660E1,-3.376959991E1,-2.668140030E1,-3.447719955E1
2.745610660E1,-3.379399872E1,-2.669359970E1,-3.461140060E1
2.746610660E1,-3.383060074E1,-2.671800041E1,-3.461140060E1
2.747610660E1,-3.383060074E1,-2.671800041E1,-3.455039978E1
2.748610660E1,-3.394039917E1,-2.674239922E1,-3.444059753E1
2.749610660E1,-3.397700119E1,-2.674239922E1,-3.436740112E1
2.750610660E1,-3.391600037E1,-2.671800041E1,-3.436740112E1
2.751610660E1,-3.391600037E1,-2.674239922E1,-3.433079910E1
2.752610660E1,-3.389159775E1,-2.670579910E1,-3.430640030E1
2.753610660E1,-3.390380096E1,-2.670579910E1,-3.423320007E1
2.754610660E1,-3.387939835E1,-2.668140030E1,-3.425759888E1
2.755610660E1,-3.391600037E1,-2.666919899E1,-3.431859970E1
2.756610660E1,-3.395259857E1,-2.668140030E1,-3.434299850E1
2.757610660E1,-3.397700119E1,-2.662039948E1,-3.441619873E1
2.758610660E1,-3.401359940E1,-2.662039948E1,-3.441619873E1
2.759610660E1,-3.412339783E1,-2.652279854E1,-3.450159836E1
2.760610660E1,-3.417219925E1,-2.643739891E1,-3.448939896E1
2.761610660E1,-3.418439865E1,-2.638859940E1,-3.433079910E1
2.762610660E1,-3.426979828E1,-2.636419868E1,-3.425759888E1
2.763610660E1,-3.428199768E1,-2.631539917E1,-3.422100067E1
2.764610660E1,-3.424539948E1,-2.629100037E1,-3.419659805E1
2.765610660E1,-3.428199768E1,-2.633979988E1,-3.411119843E1
2.766610660E1,-3.428199768E1,-2.625440025E1,-3.414780045E1
2.767610660E1,-3.425759888E1,-2.620559883E1,-3.408679962E1
2.768610660E1,-3.420879745E1,-2.620559883E1,-3.397700119E1
2.769610660E1,-3.429420090E1,-2.614459991E1,-3.406240082E1
2.770610660E1,-3.433079910E1,-2.610799980E1,-3.396479797E1
2.771610660E1,-3.431859970E1,-2.612019920E1,-3.384280014E1
2.772610660E1,-3.436740112E1,-2.612019920E1,-3.385499954E1
2.773610660E1,-3.436740112E1,-2.608359909E1,-3.389159775E1
2.774610660E1,-3.442839813E1,-2.614459991E1,-3.385499954E1
2.775610660E1,-3.444059753E1,-2.621780014E1,-3.386719894E1
2.776610660E1,-3.448939896E1,-2.621780014E1,-3.397700119E1
2.777610660E1,-3.451379776E1,-2.616899872E1,-3.415999985E1
2.778610660E1,-3.457479858E1,-2.615679932E1,-3.434299850E1
2.779610660E1,-3.461140060E1,-2.616899872E1,-3.452600098E1
2.780610660E1,-3.462360001E1,-2.610799980E1,-3.455039978E1
2.781610660E1,-3.463579941E1,-2.605920029E1,-3.462360001E1
2.782610660E1,-3.464799881E1,-2.602260017E1,-3.467239761E1
2.783610660E1,-3.463579941E1,-2.599819946E1,-3.463579941E1
2.784610660E1,-3.464799881E1,-2.599819946E1,-3.472119904E1
2.785610660E1,-3.459920120E1,-2.613239861E1,-3.457479858E1
2.786610660E1,-3.446500015E1,-2.619339943E1,-3.451379776E1
2.787610660E1,-3.451379776E1,-2.610799980E1,-3.455039978E1
2.788610660E1,-3.447719955E1,-2.619339943E1,-3.450159836E1
2.789610660E1,-3.441619873E1,-2.622999954E1,-3.423320007E1
2.790610660E1,-3.435519791E1,-2.614459991E1,-3.411119843E1
2.791610660E1,-3.434299850E1,-2.604699898E1,-3.417219925E1
2.792610660E1,-3.435519791E1,-2.609580040E1,-3.408679962E1
2.793610660E1,-3.437960052E1,-2.607139969E1,-3.413560104E1
2.794610660E1,-3.446500015E1,-2.607139969E1,-3.417219925E1
2.795610660E1,-3.440399933E1,-2.610799980E1,-3.408679962E1
2.796610660E1,-3.434299850E1,-2.607139969E1,-3.370859909E1
2.797610660E1,-3.437960052E1,-2.601039886E1,-3.376959991E1
2.798610660E1,-3.441619873E1,-2.609580040E1,-3.384280014E1
2.799610660E1,-3.445280075E1,-2.615679932E1,-3.376959991E1
2.800610660E1,-3.445280075E1,-2.605920029E1,-3.384280014E1
2.801610660E1,-3.442839813E1,-2.610799980E1,-3.381839752E1
2.802610660E1,-3.439179993E1,-2.608359909E1,-3.381839752E1
2.803610660E1,-3.439179993E1,-2.610799980E1,-3.386719894E1
2.804610660E1,-3.442839813E1,-2.604699898E1,-3.418439865E1
2.805610660E1,-3.442839813E1,-2.605920029E1,-3.436740112E1
2.806610660E1,-3.441619873E1,-2.604699898E1,-3.436740112E1
2.807610660E1,-3.439179993E1,-2.603479958E1,-3.440399933E1
2.808610660E1,-3.437960052E1,-2.607139969E1,-3.430640030E1
2.809610660E1,-3.434299850E1,-2.597379875E1,-3.430640030E1
2.810610660E1,-3.434299850E1,-2.593719864E1,-3.425759888E1
2.811610660E1,-3.431859970E1,-2.590060043E1,-3.419659805E1
2.812610660E1,-3.437960052E1,-2.593719864E1,-3.431859970E1
2.813610660E1,-3.440399933E1,-2.594939995E1,-3.422100067E1
2.814610660E1,-3.437960052E1,-2.598600006E1,-3.419659805E1
2.815610660E1,-3.435519791E1,-2.597379875E1,-3.428199768E1
2.816610660E1,-3.440399933E1,-2.599819946E1,-3.431859970E1
2.817610660E1,-3.440399933E1,-2.604699898E1,-3.433079910E1
2.818610660E1,-3.442839813E1,-2.607139969E1,-3.439179993E1
2.819610660E1,-3.446500015E1,-2.608359909E1,-3.446500015E1
2.820610660E1,-3.441619873E1,-2.605920029E1,-3.442839813E1
2.821610660E1,-3.445280075E1,-2.610799980E1,-3.451379776E1
2.822610660E1,-3.447719955E1,-2.613239861E1,-3.452600098E1
2.823610660E1,-3.447719955E1,-2.615679932E1,-3.440399933E1
2.824610660E1,-3.444059753E1,-2.621780014E1,-3.441619873E1
2.825610660E1,-3.444059753E1,-2.625440025E1,-3.436740112E1
2.826610660E1,-3.447719955E1,-2.625440025E1,-3.426979828E1
2.827610660E1,-3.446500015E1,-2.630319977E1,-3.418439865E1
2.828610660E1,-3.456259918E1,-2.631539917E1,-3.412339783E1
2.829610660E1,-3.455039978E1,-2.626659966E1,-3.408679962E1
2.830610660E1,-3.456259918E1,-2.618120003E1,-3.412339783E1
2.831610660E1,-3.458699799E1,-2.619339943E1,-3.418439865E1
2.832610660E1,-3.457479858E1,-2.613239861E1,-3.412339783E1
2.833610660E1,-3.458699799E1,-2.612019920E1,-3.412339783E1
2.834610660E1,-3.455039978E1,-2.608359909E1,-3.418439865E1
2.835610660E1,-3.457479858E1,-2.603479958E1,-3.428199768E1
2.836610660E1,-3.453820038E1,-2.605920029E1,-3.440399933E1
2.837610660E1,-3.453820038E1,-2.607139969E1,-3.436740112E1
2.838610660E1,-3.452600098E1,-2.607139969E1,-3.439179993E1
2.839610660E1,-3.451379776E1,-2.609580040E1,-3.444059753E1
2.840610660E1,-3.450159836E1,-2.607139969E1,-3.447719955E1
2.841610660E1,-3.446500015E1,-2.602260017E1,-3.451379776E1
2.842610660E1,-3.441619873E1,-2.608359909E1,-3.444059753E1
2.843610660E1,-3.441619873E1,-2.609580040E1,-3.436740112E1
2.844610660E1,-3.442839813E1,-2.608359909E1,-3.435519791E1
2.845610660E1,-3.444059753E1,-2.612019920E1,-3.440399933E1
2.846610660E1,-3.444059753E1,-2.616899872E1,-3.433079910E1
2.847610660E1,-3.442839813E1,-2.614459991E1,-3.424539948E1
2.848610660E1,-3.446500015E1,-2.612019920E1,-3.433079910E1
2.849610660E1,-3.450159836E1,-2.616899872E1,-3.439179993E1
2.850610660E1,-3.448939896E1,-2.614459991E1,-3.452600098E1
2.851610660E1,-3.448939896E1,-2.618120003E1,-3.459920120E1
2.852610660E1,-3.444059753E1,-2.620559883E1,-3.459920120E1
2.853610660E1,-3.440399933E1,-2.618120003E1,-3.458699799E1
2.854610660E1,-3.437960052E1,-2.618120003E1,-3.459920120E1
2.855610660E1,-3.433079910E1,-2.619339943E1,-3.467239761E1
2.856610660E1,-3.428199768E1,-2.626659966E1,-3.456259918E1
2.857610660E1,-3.433079910E1,-2.624219894E1,-3.448939896E1
2.858610660E1,-3.434299850E1,-2.626659966E1,-3.444059753E1
2.859610660E1,-3.436740112E1,-2.625440025E1,-3.440399933E1
2.860610660E1,-3.439179993E1,-2.622999954E1,-3.442839813E1
2.861610660E1,-3.441619873E1,-2.624219894E1,-3.444059753E1
2.862610660E1,-3.448939896E1,-2.620559883E1,-3.441619873E1
2.863610660E1,-3.459920120E1,-2.621780014E1,-3.436740112E1
2.864610660E1,-3.463579941E1,-2.619339943E1,-3.446500015E1
2.865610660E1,-3.462360001E1,-2.619339943E1,-3.453820038E1
2.866610660E1,-3.467239761E1,-2.618120003E1,-3.453820038E1
2.867610660E1,-3.459920120E1,-2.615679932E1,-3.448939896E1
2.868610660E1,-3.458699799E1,-2.614459991E1,-3.441619873E1
